iter	Passed	Remaining
0	10	10169
1	23	11775
2	38	12706
3	47	11807
4	61	12267
5	77	12820
6	89	12742
7	103	12786
8	116	12778
9	128	12672
10	137	12356
11	150	12400
12	163	12420
13	176	12431
14	189	12450
15	200	12342
16	205	11886
17	214	11709
18	230	11911
19	241	11828
20	254	11866
21	267	11890
22	278	11812
23	285	11607
24	294	11467
25	305	11458
26	321	11584
27	336	11687
28	353	11826
29	367	11894
30	384	12015
31	392	11863
32	405	11896
33	419	11926
34	433	11956
35	448	12005
36	462	12046
37	477	12096
38	491	12104
39	504	12106
40	518	12134
41	531	12132
42	544	12128
43	557	12116
44	572	12150
45	589	12230
46	609	12360
47	624	12394
48	642	12461
49	655	12451
50	667	12429
51	671	12242
52	682	12190
53	700	12279
54	714	12278
55	728	12283
56	742	12283
57	759	12327
58	774	12346
59	799	12521
60	813	12523
61	833	12616
62	848	12622
63	864	12650
64	878	12637
65	881	12472
66	895	12471
67	909	12468
68	923	12459
69	938	12463
70	950	12437
71	964	12429
72	977	12417
73	996	12474
74	1014	12512
75	1031	12536
76	1037	12434
77	1052	12438
78	1066	12431
79	1081	12434
80	1106	12549
81	1119	12536
82	1133	12518
83	1147	12511
84	1159	12485
85	1174	12487
86	1199	12584
87	1214	12584
88	1231	12607
89	1246	12605
90	1262	12612
91	1276	12601
92	1310	12776
93	1324	12770
94	1346	12831
95	1357	12786
96	1365	12714
97	1382	12723
98	1401	12756
99	1406	12658
100	1421	12656
101	1448	12752
102	1462	12734
103	1470	12667
104	1504	12824
105	1514	12772
106	1535	12814
107	1553	12827
108	1586	12971
109	1599	12945
110	1615	12935
111	1631	12934
112	1645	12919
113	1661	12914
114	1675	12896
115	1689	12872
116	1702	12852
117	1717	12835
118	1730	12808
119	1768	12970
120	1782	12949
121	1794	12914
122	1813	12933
123	1828	12914
124	1832	12828
125	1845	12801
126	1856	12762
127	1874	12770
128	1891	12769
129	1903	12741
130	1916	12713
131	1929	12690
132	1945	12684
133	1951	12609
134	1966	12598
135	1994	12669
136	2008	12652
137	2025	12650
138	2038	12626
139	2051	12604
140	2064	12575
141	2071	12516
142	2079	12464
143	2093	12444
144	2106	12421
145	2121	12410
146	2130	12360
147	2133	12284
148	2146	12256
149	2152	12200
150	2158	12134
151	2172	12122
152	2190	12127
153	2205	12118
154	2224	12128
155	2234	12086
156	2247	12066
157	2261	12050
158	2275	12033
159	2282	11980
160	2294	11958
161	2299	11896
162	2313	11879
163	2321	11834
164	2341	11851
165	2356	11839
166	2368	11815
167	2385	11812
168	2407	11836
169	2412	11778
170	2426	11761
171	2440	11750
172	2446	11697
173	2461	11682
174	2474	11663
175	2487	11643
176	2491	11584
177	2505	11568
178	2519	11557
179	2534	11548
180	2553	11553
181	2567	11538
182	2581	11524
183	2588	11478
184	2601	11460
185	2616	11451
186	2625	11414
187	2632	11368
188	2646	11354
189	2659	11337
190	2672	11319
191	2713	11417
192	2727	11404
193	2740	11385
194	2754	11370
195	2767	11353
196	2775	11315
197	2792	11312
198	2807	11298
199	2811	11247
200	2826	11236
201	2840	11219
202	2855	11209
203	2866	11186
204	2880	11172
