iter	Logloss	Accuracy
0	0.6745162204	0.8125
1	0.6563734723	0.8175
2	0.639366503	0.81375
3	0.6245037101	0.81875
4	0.6100944723	0.8175
5	0.5969006671	0.8175
6	0.5850694915	0.82125
7	0.5733859313	0.82125
8	0.5628595383	0.82
9	0.5515333938	0.8225
10	0.5427606476	0.82375
11	0.5328784336	0.82375
12	0.5250346195	0.82375
13	0.5173265764	0.8225
14	0.5101425859	0.82375
15	0.5036111958	0.8225
16	0.500177069	0.8225
17	0.4967141478	0.81625
18	0.4905817435	0.81875
19	0.4853405951	0.81625
20	0.4795512405	0.81625
21	0.4763971174	0.81625
22	0.4728943846	0.81625
23	0.4706487053	0.81625
24	0.4668601267	0.81625
25	0.4635288231	0.81625
26	0.4599653613	0.815
27	0.4567830338	0.815
28	0.453453575	0.815
29	0.4503032236	0.815
30	0.4465751502	0.815
31	0.4453221279	0.815
32	0.4432301354	0.8175
33	0.4417042152	0.8175
34	0.4387197021	0.81875
35	0.4371858626	0.8175
36	0.4355630874	0.82
37	0.4341587801	0.82125
38	0.4323529769	0.82125
39	0.4297158114	0.82125
40	0.4280454821	0.82
41	0.425576656	0.8225
42	0.4240292782	0.82125
43	0.4227950898	0.825
44	0.4209332025	0.82625
45	0.4198436014	0.8275
46	0.4182388885	0.82875
47	0.4168607374	0.83
48	0.4158113616	0.83
49	0.414669276	0.83
50	0.4131754788	0.83
51	0.4131090123	0.82875
52	0.4124791884	0.82875
53	0.4116184282	0.82875
54	0.4112108067	0.82875
55	0.4100816451	0.83
56	0.4092947799	0.83
57	0.4086384893	0.83
58	0.4074172117	0.83
59	0.406799589	0.83
60	0.4058588472	0.83
61	0.4052857884	0.82875
62	0.404793424	0.82875
63	0.4028260006	0.82875
64	0.4019677276	0.82875
65	0.4019425094	0.82875
66	0.3999923091	0.82875
67	0.3987773896	0.82875
68	0.3984535733	0.82875
69	0.3978670415	0.83
70	0.3974721524	0.83
71	0.3963414857	0.83125
72	0.3957369933	0.83125
73	0.3942297049	0.83125
74	0.393352813	0.83125
75	0.3931657382	0.8325
76	0.3930144175	0.83125
77	0.3922007151	0.83125
78	0.3918968484	0.83125
79	0.3913836192	0.83125
80	0.3907732978	0.83125
81	0.3899096079	0.8325
82	0.3895476538	0.8325
83	0.3884713386	0.83125
84	0.3880721567	0.83125
85	0.3875778505	0.83125
86	0.3873495393	0.83125
87	0.3867466446	0.83125
88	0.3857820684	0.83125
89	0.3848071544	0.8325
90	0.384468953	0.8325
91	0.3843264447	0.8325
92	0.3839177053	0.83375
93	0.3833639806	0.835
94	0.3829242461	0.835
95	0.3827908893	0.835
96	0.3826982281	0.835
97	0.3823427533	0.835
98	0.3817751971	0.835
99	0.3817700559	0.835
100	0.3812067396	0.835
101	0.3804864152	0.835
102	0.3797088483	0.835
103	0.3797015066	0.835
104	0.3783231687	0.83625
105	0.3782885494	0.83625
106	0.3779293204	0.83625
107	0.3771515665	0.83625
108	0.3766740106	0.83625
109	0.3766302216	0.83625
110	0.3761929687	0.83625
111	0.3758853358	0.83625
112	0.3756644961	0.83625
113	0.3756355972	0.83625
114	0.3754716919	0.83625
115	0.3752528624	0.83625
116	0.3747192012	0.83625
117	0.3743241124	0.83625
118	0.3740233669	0.83625
119	0.3737830444	0.83625
120	0.3733517435	0.83625
121	0.3732456295	0.83625
122	0.3731276884	0.83625
123	0.3728295106	0.83625
