iter	Passed	Remaining
0	9	9223
1	20	10423
2	33	11183
3	46	11523
4	57	11459
5	70	11644
6	78	11171
7	92	11411
8	106	11760
9	120	11912
10	131	11811
11	143	11831
12	149	11317
13	157	11095
14	188	12407
15	202	12483
16	216	12510
17	229	12493
18	241	12481
19	254	12482
20	271	12635
21	285	12711
22	300	12745
23	312	12717
24	319	12450
25	323	12126
26	332	11981
27	346	12044
28	359	12050
29	372	12057
30	385	12063
31	399	12073
32	412	12083
33	424	12059
34	437	12055
35	450	12076
36	457	11903
37	466	11806
38	479	11804
39	494	11856
40	509	11924
41	524	11956
42	536	11951
43	549	11948
44	562	11943
45	576	11955
46	584	11855
47	597	11855
48	611	11862
49	615	11699
50	628	11696
51	642	11711
52	655	11705
53	668	11707
54	682	11723
55	695	11731
56	709	11734
57	721	11725
58	735	11726
59	742	11637
60	754	11618
61	761	11527
62	775	11527
63	787	11510
64	790	11366
65	793	11222
66	803	11190
67	815	11174
68	826	11145
69	840	11170
70	854	11177
71	868	11189
72	881	11188
73	894	11198
74	908	11208
75	924	11242
76	937	11241
77	950	11235
78	962	11222
79	976	11224
80	988	11218
81	1001	11214
82	1013	11199
83	1026	11194
84	1040	11201
85	1053	11193
86	1066	11194
87	1072	11112
88	1085	11115
89	1099	11121
90	1111	11105
91	1118	11039
92	1121	10936
93	1133	10929
94	1145	10914
95	1152	10854
96	1164	10844
97	1179	10858
98	1209	11011
99	1223	11010
100	1238	11023
101	1260	11099
102	1280	11151
103	1292	11136
104	1306	11137
105	1317	11108
106	1329	11095
107	1340	11075
108	1353	11063
109	1364	11038
110	1376	11022
111	1388	11008
112	1401	11001
113	1415	10999
114	1427	10984
115	1440	10975
116	1453	10968
117	1456	10884
118	1461	10819
119	1474	10809
120	1489	10820
121	1503	10820
122	1516	10813
123	1528	10800
124	1531	10721
125	1544	10710
126	1557	10706
127	1569	10693
128	1582	10682
129	1595	10676
130	1607	10666
131	1619	10650
132	1632	10639
133	1646	10639
134	1659	10630
135	1672	10626
136	1685	10618
137	1699	10618
138	1711	10602
139	1723	10590
140	1735	10575
141	1748	10566
142	1755	10521
143	1760	10463
144	1779	10492
145	1791	10479
146	1804	10469
147	1817	10463
148	1830	10455
149	1840	10430
150	1845	10374
151	1857	10364
152	1870	10357
153	1884	10353
154	1890	10306
155	1903	10299
156	1915	10287
157	1930	10285
158	1943	10279
159	1956	10270
160	1968	10260
161	1971	10199
162	1984	10190
163	1996	10178
164	2002	10132
165	2008	10091
166	2021	10082
167	2034	10073
168	2046	10063
169	2050	10009
170	2062	9997
171	2076	9997
172	2089	9990
173	2103	9983
174	2117	9983
175	2129	9970
176	2142	9964
177	2155	9955
178	2169	9952
179	2178	9923
180	2188	9900
181	2212	9945
182	2226	9941
183	2244	9952
184	2252	9922
185	2269	9930
186	2281	9921
187	2293	9908
188	2306	9895
189	2319	9888
190	2332	9881
191	2346	9872
192	2357	9858
193	2370	9848
194	2382	9836
195	2391	9808
196	2403	9798
197	2417	9790
198	2429	9780
199	2443	9772
200	2455	9760
201	2468	9751
202	2483	9750
203	2497	9743
204	2512	9742
205	2523	9727
206	2529	9689
207	2541	9679
208	2554	9666
209	2567	9658
210	2580	9648
211	2593	9640
212	2605	9628
213	2618	9618
214	2631	9607
215	2644	9597
216	2657	9590
217	2671	9582
218	2685	9575
219	2697	9565
220	2710	9555
221	2726	9553
222	2738	9540
223	2750	9527
224	2761	9510
225	2773	9497
226	2785	9485
227	2798	9475
228	2811	9467
229	2818	9435
230	2830	9423
231	2844	9417
232	2859	9414
233	2868	9390
234	2882	9383
235	2895	9374
236	2908	9364
237	2921	9355
238	2934	9342
239	2946	9330
240	2958	9318
241	2971	9308
242	2984	9297
243	2996	9284
244	3009	9273
245	3021	9262
246	3035	9255
247	3047	9241
248	3062	9238
249	3077	9231
250	3092	9228
251	3105	9218
252	3117	9205
253	3129	9191
254	3142	9180
255	3155	9170
256	3168	9159
257	3180	9145
258	3192	9133
259	3206	9127
260	3243	9183
261	3259	9180
262	3284	9202
263	3297	9192
264	3310	9183
265	3324	9174
266	3337	9162
267	3343	9132
268	3358	9125
269	3371	9114
270	3383	9101
271	3395	9088
272	3407	9074
273	3420	9062
274	3433	9050
275	3446	9042
276	3459	9028
277	3471	9017
278	3486	9010
279	3500	9001
280	3514	8993
281	3528	8983
282	3542	8975
283	3555	8964
284	3568	8952
285	3581	8942
286	3594	8930
287	3607	8919
288	3620	8908
289	3633	8896
290	3647	8887
291	3663	8883
292	3678	8875
293	3690	8861
294	3703	8850
295	3718	8844
296	3732	8834
297	3745	8823
298	3758	8812
299	3770	8798
300	3783	8786
301	3797	8776
302	3810	8764
303	3823	8752
304	3836	8741
305	3858	8750
306	3872	8740
307	3885	8730
308	3900	8722
309	3913	8711
310	3927	8700
311	3940	8688
312	3952	8674
313	3965	8663
314	3978	8652
315	3991	8640
316	4005	8629
317	4028	8640
318	4042	8630
319	4055	8618
320	4068	8605
321	4082	8596
322	4096	8585
323	4109	8573
324	4121	8560
325	4133	8546
326	4146	8534
327	4159	8521
328	4172	8508
329	4184	8495
330	4198	8485
331	4212	8475
332	4226	8464
333	4243	8461
334	4276	8489
335	4290	8479
336	4305	8469
337	4318	8459
338	4331	8446
339	4344	8433
340	4356	8420
341	4370	8408
342	4384	8397
343	4396	8384
344	4413	8379
345	4426	8367
346	4440	8356
347	4453	8344
348	4467	8333
349	4481	8321
350	4495	8311
351	4502	8289
352	4514	8275
353	4526	8260
354	4539	8248
355	4549	8229
356	4561	8216
357	4574	8203
358	4587	8190
359	4599	8177
360	4613	8165
361	4626	8153
362	4639	8141
363	4652	8129
364	4667	8120
365	4681	8110
366	4695	8098
367	4707	8084
368	4720	8071
369	4733	8059
370	4745	8046
371	4757	8031
372	4769	8017
373	4782	8004
374	4795	7992
375	4807	7978
376	4820	7965
377	4833	7954
378	4847	7943
379	4861	7931
380	4876	7922
381	4890	7911
382	4905	7901
383	4919	7891
384	4932	7879
385	4946	7867
386	4958	7854
387	4972	7842
388	4985	7830
389	4998	7817
390	5011	7805
391	5023	7792
392	5036	7779
393	5050	7768
394	5065	7757
395	5078	7746
396	5091	7734
397	5106	7724
398	5119	7711
399	5132	7698
400	5145	7686
401	5158	7673
402	5171	7660
403	5186	7651
404	5199	7639
405	5213	7627
