iter	Logloss	Accuracy
0	0.6749084233	0.81125
1	0.6579143776	0.81125
2	0.6413287353	0.81
3	0.6260127595	0.8125
4	0.6122845229	0.81125
5	0.6009974777	0.81125
6	0.5927639001	0.8075
7	0.5803921762	0.805
8	0.5698131481	0.8075
9	0.5607059211	0.8125
10	0.5520446169	0.81
11	0.5424587403	0.81
12	0.532707454	0.8125
13	0.5251042899	0.81375
14	0.5180872648	0.8125
15	0.5102419746	0.81375
16	0.5046215903	0.81625
17	0.5010113551	0.81625
18	0.4946445148	0.8175
19	0.4911731384	0.815
20	0.486843304	0.815
21	0.4811818788	0.8175
22	0.4761085175	0.81625
23	0.4710893444	0.81875
24	0.467451836	0.8175
25	0.464015613	0.8175
26	0.4617251223	0.8175
27	0.4589047875	0.8175
28	0.4567561225	0.8175
29	0.4536188853	0.8175
30	0.451641868	0.81625
31	0.4477330805	0.81625
32	0.4451433764	0.81875
33	0.4427391327	0.81875
34	0.441682117	0.81875
35	0.4392358749	0.81875
36	0.4368333126	0.81875
37	0.434421652	0.81875
38	0.4329284553	0.81875
39	0.4301469036	0.82125
40	0.4279451556	0.8225
41	0.4278167581	0.82375
42	0.4247950915	0.82375
43	0.4230154784	0.82125
44	0.420803903	0.82375
45	0.4207061509	0.825
46	0.4198034692	0.8225
47	0.4179106856	0.82625
48	0.417103115	0.82625
49	0.416009135	0.825
50	0.4156772851	0.82625
51	0.4147523213	0.82625
52	0.4139106155	0.82625
53	0.4136248456	0.82625
54	0.4125676087	0.82625
55	0.4120117435	0.825
56	0.41196265	0.82625
57	0.4118733945	0.82625
58	0.410739879	0.825
59	0.4094812356	0.82625
60	0.4094155386	0.82625
61	0.4091612226	0.82875
62	0.4086237447	0.82875
63	0.4077458044	0.8275
64	0.4061202956	0.82875
65	0.405975782	0.82875
66	0.4059494567	0.82875
67	0.4053043925	0.8275
68	0.4046106803	0.8275
69	0.4038623487	0.8275
70	0.4023095837	0.8275
71	0.4018785026	0.83
72	0.4015226901	0.83
73	0.4013608675	0.82875
74	0.4010075558	0.82875
75	0.4005954971	0.83
76	0.400018133	0.83125
77	0.3995161566	0.83
78	0.3987311328	0.83125
79	0.397820877	0.83375
80	0.3975065008	0.835
81	0.3970808503	0.835
82	0.3965561293	0.83375
83	0.396049603	0.83375
84	0.3958437042	0.83375
85	0.3958338918	0.83375
86	0.3949700905	0.835
87	0.3945181539	0.835
88	0.3938352018	0.835
89	0.3932798394	0.83625
90	0.3925956351	0.8375
91	0.3914371965	0.8375
92	0.3907905973	0.8375
93	0.3903433918	0.83875
94	0.3898546253	0.83875
95	0.3896854089	0.83875
96	0.3893827485	0.83875
97	0.3893763984	0.83875
98	0.389056403	0.8375
99	0.3890536558	0.8375
100	0.3886204443	0.8375
101	0.3881721434	0.8375
102	0.3880864603	0.8375
103	0.3879042571	0.8375
104	0.3872877947	0.8375
105	0.3861972315	0.8375
106	0.3859851591	0.8375
107	0.3855987705	0.83875
108	0.3850401001	0.84
109	0.3844744012	0.84
110	0.3844729822	0.84
111	0.3837929388	0.84
112	0.382931164	0.84125
113	0.3826155951	0.84125
114	0.3822408012	0.84125
115	0.3822281141	0.84125
116	0.3815464103	0.8425
117	0.3814443204	0.8425
118	0.3812293518	0.84125
119	0.3811968784	0.84125
120	0.3810325103	0.84125
121	0.3803410417	0.84
122	0.3802046433	0.84125
123	0.3800842049	0.8425
124	0.3797676357	0.84125
125	0.3792753138	0.84125
126	0.3792479776	0.84125
127	0.3788598284	0.8425
128	0.3785854597	0.8425
129	0.3781432967	0.8425
130	0.3779921276	0.8425
131	0.377988614	0.8425
132	0.3778994404	0.8425
133	0.3776454717	0.8425
134	0.3775605604	0.8425
135	0.3773548474	0.8425
136	0.3771724736	0.8425
137	0.3768812967	0.8425
138	0.376720452	0.8425
139	0.3764853746	0.8425
140	0.3762486818	0.8425
141	0.3761083241	0.8425
142	0.3751251551	0.84375
143	0.3746374996	0.84375
144	0.3742954954	0.845
145	0.3740272816	0.845
146	0.3734603357	0.845
147	0.3725851468	0.8475
148	0.3719887774	0.8475
149	0.3718290648	0.84875
150	0.3716765925	0.84875
151	0.3710376847	0.8475
152	0.3708138756	0.8475
153	0.3704073126	0.85
154	0.3701392399	0.85
155	0.370003396	0.85
156	0.3699886014	0.85
157	0.3699078128	0.84875
158	0.3694923066	0.85
159	0.3690383453	0.85
160	0.3690018647	0.85
161	0.3688371691	0.85
162	0.3688371619	0.85
163	0.3685898573	0.85
164	0.3684610164	0.85
165	0.368275878	0.85
166	0.3682458747	0.85
167	0.368186467	0.85
168	0.3678806638	0.85125
169	0.367745451	0.85125
170	0.3676306504	0.85125
171	0.3673476945	0.85125
172	0.3673083051	0.85125
173	0.3671183102	0.85125
174	0.3666115128	0.8525
175	0.3662461373	0.85375
176	0.3660480102	0.85375
177	0.3660309545	0.85375
178	0.3655768982	0.85375
179	0.3652348573	0.855
180	0.3651076236	0.855
181	0.3649804486	0.85625
182	0.364770168	0.8575
183	0.3646293024	0.8575
184	0.3644656058	0.85625
185	0.3643897035	0.8575
186	0.3642065639	0.8575
187	0.3640573822	0.86
188	0.3638998845	0.8575
189	0.3637666612	0.85625
190	0.3633555497	0.85875
191	0.363250118	0.85875
192	0.3632250583	0.85875
193	0.3627556536	0.85875
194	0.362594037	0.85875
195	0.3623122804	0.85875
196	0.362252434	0.85875
197	0.3621878859	0.85875
198	0.3621350484	0.85875
199	0.3619755362	0.86
200	0.3619517932	0.86
201	0.3617469706	0.86125
202	0.3611292118	0.86
203	0.360887639	0.86
204	0.3607742503	0.86125
205	0.3605243555	0.86125
206	0.3603933968	0.86125
207	0.3600912142	0.86125
208	0.3599430908	0.86125
209	0.3595289984	0.86125
210	0.3592693566	0.86125
211	0.359087871	0.8625
212	0.3589767752	0.8625
213	0.3588960053	0.8625
214	0.3587342518	0.8625
215	0.3586470004	0.8625
216	0.3581181414	0.86125
217	0.3580662948	0.86125
218	0.3577920235	0.86125
219	0.3576783482	0.86125
220	0.3576298902	0.86125
221	0.3575792358	0.86125
222	0.3573291269	0.8625
223	0.3570634938	0.86375
224	0.357040928	0.86375
225	0.3565353578	0.865
226	0.3561942369	0.86625
227	0.3561098803	0.8675
228	0.3550486347	0.8675
229	0.3548035765	0.8675
230	0.3544876794	0.8675
231	0.3542323561	0.86625
232	0.3539323641	0.86625
233	0.3536869723	0.865
234	0.3535570445	0.86625
235	0.3534845714	0.86625
236	0.3529969968	0.86625
237	0.3523879679	0.87125
238	0.3521341753	0.87125
239	0.3519795636	0.87125
240	0.3519106953	0.87125
241	0.3516610194	0.86875
242	0.3513976035	0.86875
243	0.3512728066	0.86875
244	0.3508595562	0.87125
245	0.3507927861	0.86875
246	0.3504263108	0.86875
247	0.3500867886	0.86875
248	0.3496924719	0.87
249	0.3494701913	0.87
250	0.3494112613	0.86875
251	0.3490668437	0.87
252	0.3487489777	0.87
253	0.3486067674	0.87
254	0.3484704997	0.87
255	0.3482776926	0.87
256	0.3478875609	0.87
257	0.3476540511	0.87125
258	0.3474196038	0.87125
259	0.3471574235	0.87125
260	0.3467965927	0.87
261	0.3467655979	0.87
262	0.3466012559	0.86875
263	0.3464631332	0.87
264	0.3462832884	0.87
265	0.3458613698	0.87
266	0.3453789539	0.87
267	0.3450590414	0.87
268	0.3449312331	0.87
269	0.3448960142	0.87
270	0.3448688435	0.87
271	0.3448355826	0.87
